resistance_thumb,bend_thumb,resistance_index,bend_index,resistance_mid,bend_mid,resistance_ring,bend_ring,resistance_little,bend_little,x,y,z,stage
9900,0,9900,0,9599.12,-2,8109.75,-11,9900,0,64,37,-160,3
10219.69,1,9900,0,9900,0,8109.75,-11,9599.12,-2,65,38,-159,3
10219.69,1,9900,0,9315.43,-4,7903.9,-12,9599.12,-2,62,36,-162,3
10219.69,1,9599.12,-2,9599.12,-2,8326.15,-10,9599.12,-2,64,36,-160,3
9900,0,9900,0,9599.12,-2,8326.15,-10,9599.12,-2,63,35,-159,3
10219.69,1,9599.12,-2,9599.12,-2,8109.75,-11,9900,0,63,35,-160,3
10923,5,11311.04,7,10219.69,1,12173.33,13,11311.04,7,55,31,-100,0
10923,5,10923,5,9900,0,12173.33,13,11726.79,10,58,31,-98,0
10560,3,11726.79,10,9900,0,12173.33,13,11726.79,10,55,31,-99,0
10560,3,11311.04,7,9900,0,12654.23,15,11726.79,10,56,32,-101,1
10560,3,10923,5,9900,0,12654.23,15,11726.79,10,58,29,-101,1
11311.04,7,11311.04,7,9900,0,12173.33,13,11726.79,10,56,29,-101,1
12173.33,13,11311.04,7,10219.69,1,13736.25,22,12173.33,13,57,30,-99,1
14347.83,26,11311.04,7,9900,0,15745.71,34,16549.5,39,55,29,-99,1
15745.71,34,11311.04,7,10923,5,18425,50,23783.57,82,56,31,-101,1
16549.5,39,11311.04,7,12173.33,13,19528.23,57,33429,140,54,30,-99,1
19528.23,57,11311.04,7,13173.6,19,23783.57,82,33429,140,54,29,-102,1
18425,50,12654.23,15,13736.25,22,25638.46,93,41868.75,191,55,28,-100,1
22176,73,13173.6,19,15015,30,27802.5,106,41868.75,191,55,30,-100,1
22176,73,14347.83,26,17437.89,44,30360,122,47897.14,227,55,29,-101,1
25638.46,93,15015,30,20769.38,64,33429,140,55935,275,56,28,-100,2
27802.5,106,15745.71,34,25638.46,93,41868.75,191,47897.14,227,56,30,-101,2
30360,122,16549.5,39,25638.46,93,33429,140,47897.14,227,53,29,-102,2
30360,122,18425,50,27802.5,106,37180,163,41868.75,191,55,29,-101,2
30360,122,20769.38,64,27802.5,106,37180,163,47897.14,227,55,28,-103,2
30360,122,22176,73,33429,140,37180,163,41868.75,191,53,26,-101,2
33429,140,23783.57,82,30360,122,41868.75,191,47897.14,227,55,28,-102,2
30360,122,25638.46,93,33429,140,37180,163,41868.75,191,55,30,-104,2
30360,122,27802.5,106,37180,163,41868.75,191,41868.75,191,55,29,-104,2
33429,140,27802.5,106,37180,163,37180,163,41868.75,191,56,26,-104,2
30360,122,30360,122,33429,140,33429,140,41868.75,191,55,27,-104,2
33429,140,30360,122,37180,163,33429,140,41868.75,191,55,27,-104,2
30360,122,33429,140,47897.14,227,33429,140,41868.75,191,56,26,-106,2
30360,122,33429,140,41868.75,191,30360,122,47897.14,227,58,27,-103,2
23783.57,82,30360,122,41868.75,191,20769.38,64,37180,163,56,27,-103,2
20769.38,64,33429,140,41868.75,191,18425,50,41868.75,191,58,26,-105,2
18425,50,33429,140,37180,163,16549.5,39,37180,163,58,28,-101,2
16549.5,39,33429,140,33429,140,13173.6,19,20769.38,64,56,28,-103,2
15015,30,30360,122,30360,122,11726.79,10,17437.89,44,56,28,-104,2
15745.71,34,30360,122,20769.38,64,10923,5,15745.71,34,57,29,-102,2
14347.83,26,27802.5,106,19528.23,57,10560,3,14347.83,26,59,28,-103,2
12654.23,15,25638.46,93,13173.6,19,9900,0,12654.23,15,59,28,-103,1
11726.79,10,22176,73,11726.79,10,10219.69,1,12173.33,13,59,25,-104,1
11726.79,10,20769.38,64,10923,5,9900,0,11311.04,7,58,28,-104,1
11311.04,7,17437.89,44,10219.69,1,9599.12,-2,11726.79,10,59,25,-105,1
10560,3,16549.5,39,9900,0,9599.12,-2,11311.04,7,57,27,-105,1
10560,3,13173.6,19,9900,0,9599.12,-2,10923,5,59,25,-106,1
10560,3,11726.79,10,9900,0,9599.12,-2,10923,5,58,26,-106,1
10219.69,1,11726.79,10,9599.12,-2,9599.12,-2,10923,5,59,26,-102,1
10219.69,1,10923,5,9599.12,-2,9900,0,11311.04,7,59,27,-106,1
10219.69,1,10219.69,1,9599.12,-2,9599.12,-2,11726.79,10,58,26,-104,1
9900,0,9900,0,9599.12,-2,9599.12,-2,11726.79,10,58,26,-104,1
10560,3,9599.12,-2,9599.12,-2,9900,0,11311.04,7,56,24,-105,1
10219.69,1,9315.43,-4,9900,0,9599.12,-2,10923,5,59,27,-104,1
10219.69,1,9599.12,-2,9599.12,-2,9900,0,11311.04,7,58,25,-105,0
10219.69,1,9599.12,-2,9599.12,-2,9900,0,11726.79,10,57,26,-105,0
10219.69,1,9315.43,-4,9599.12,-2,9599.12,-2,11311.04,7,59,27,-104,0
9900,0,9599.12,-2,9599.12,-2,11726.79,10,11311.04,7,58,27,-103,0
10219.69,1,9900,0,9900,0,12173.33,13,10923,5,57,27,-103,0
10219.69,1,9599.12,-2,9900,0,12654.23,15,10923,5,57,27,-102,1
10219.69,1,9900,0,9599.12,-2,12173.33,13,11311.04,7,57,28,-103,1
10219.69,1,10219.69,1,9900,0,13173.6,19,11311.04,7,58,27,-103,1
10219.69,1,10923,5,9315.43,-4,14347.83,26,13173.6,19,58,25,-103,1
10219.69,1,12173.33,13,9315.43,-4,13736.25,22,17437.89,44,58,26,-103,1
11311.04,7,13736.25,22,9599.12,-2,14347.83,26,22176,73,57,27,-104,1
12173.33,13,16549.5,39,10219.69,1,15745.71,34,27802.5,106,57,26,-103,1
14347.83,26,17437.89,44,11311.04,7,17437.89,44,33429,140,57,26,-102,1
15745.71,34,19528.23,57,12654.23,15,18425,50,47897.14,227,57,28,-104,1
17437.89,44,22176,73,8553.95,-8,22176,73,55935,275,57,27,-104,1
17437.89,44,25638.46,93,9599.12,-2,20769.38,64,41868.75,191,59,25,-106,1
19528.23,57,27802.5,106,11311.04,7,22176,73,55935,275,59,24,-102,1
20769.38,64,27802.5,106,11311.04,7,23783.57,82,47897.14,227,58,27,-107,1
22176,73,30360,122,9900,0,25638.46,93,41868.75,191,58,27,-104,1
23783.57,82,33429,140,22176,73,25638.46,93,41868.75,191,57,23,-104,1
25638.46,93,33429,140,30360,122,27802.5,106,41868.75,191,61,25,-107,2
30360,122,33429,140,22176,73,30360,122,47897.14,227,61,26,-106,2
27802.5,106,37180,163,23783.57,82,27802.5,106,41868.75,191,62,26,-104,2
33429,140,37180,163,19528.23,57,33429,140,47897.14,227,61,24,-107,2
30360,122,30360,122,0.65,-60,33429,140,41868.75,191,59,26,-105,2
33429,140,33429,140,0.97,-60,41868.75,191,47897.14,227,61,27,-106,2
33429,140,33429,140,1.3,-59,37180,163,47897.14,227,60,24,-105,2
33429,140,30360,122,0.65,-60,37180,163,41868.75,191,60,24,-107,2
33429,140,30360,122,1.3,-59,41868.75,191,41868.75,191,61,22,-106,2
27802.5,106,30360,122,0.97,-60,41868.75,191,47897.14,227,62,23,-106,2
30360,122,27802.5,106,0.65,-60,37180,163,41868.75,191,60,25,-106,2
25638.46,93,23783.57,82,1.3,-59,37180,163,41868.75,191,62,26,-106,2
23783.57,82,23783.57,82,0,-60,41868.75,191,41868.75,191,62,26,-106,2
22176,73,17437.89,44,0.97,-60,41868.75,191,27802.5,106,61,26,-106,2
20769.38,64,13736.25,22,0.65,-60,41868.75,191,18425,50,61,26,-106,2
19528.23,57,12173.33,13,0.97,-60,37180,163,14347.83,26,60,25,-105,1
19528.23,57,11311.04,7,1.3,-59,37180,163,13736.25,22,62,27,-105,1
18425,50,10560,3,0.65,-60,37180,163,13173.6,19,62,24,-104,2
19528.23,57,10219.69,1,2.93,-59,37180,163,11726.79,10,61,26,-104,1
16549.5,39,10219.69,1,37180,163,30360,122,11726.79,10,61,28,-105,0
15745.71,34,9599.12,-2,23783.57,82,19528.23,57,11311.04,7,61,27,-107,0
15015,30,9599.12,-2,17437.89,44,15015,30,11311.04,7,59,26,-105,0
14347.83,26,9047.5,-5,15015,30,14347.83,26,11311.04,7,60,26,-104,0
13173.6,19,9315.43,-4,12173.33,13,13736.25,22,11311.04,7,60,24,-105,0
12173.33,13,9599.12,-2,11311.04,7,15015,30,11311.04,7,59,26,-106,0
12173.33,13,9315.43,-4,11311.04,7,13173.6,19,10923,5,58,25,-107,0
11311.04,7,9315.43,-4,10923,5,12173.33,13,11311.04,7,59,26,-107,0
10923,5,9315.43,-4,10923,5,11726.79,10,11311.04,7,59,24,-105,0
10560,3,9315.43,-4,10219.69,1,10923,5,10923,5,60,26,-107,0
10560,3,9047.5,-5,10219.69,1,10923,5,11726.79,10,61,26,-106,0
10219.69,1,9315.43,-4,10219.69,1,10560,3,10923,5,60,26,-107,0
9900,0,9047.5,-5,9900,0,10560,3,11311.04,7,60,24,-105,0
10219.69,1,9047.5,-5,9599.12,-2,10560,3,10923,5,62,24,-106,0
9900,0,9315.43,-4,9900,0,10219.69,1,11726.79,10,60,25,-106,0
10219.69,1,9599.12,-2,10560,3,9599.12,-2,11311.04,7,63,26,-103,0
10219.69,1,10219.69,1,10219.69,1,9599.12,-2,11726.79,10,63,27,-104,0
9900,0,9599.12,-2,10560,3,9900,0,12173.33,13,61,25,-104,0
9900,0,9599.12,-2,10219.69,1,9599.12,-2,11726.79,10,63,25,-106,0
10560,3,9900,0,10560,3,9599.12,-2,12654.23,15,64,25,-105,0
10219.69,1,10219.69,1,10923,5,9599.12,-2,15745.71,34,63,26,-106,0
11311.04,7,10560,3,11311.04,7,9900,0,27802.5,106,64,26,-107,0
12654.23,15,11726.79,10,11726.79,10,9599.12,-2,37180,163,66,27,-105,0
13736.25,22,12173.33,13,12654.23,15,9315.43,-4,47897.14,227,64,27,-104,0
15745.71,34,13173.6,19,13736.25,22,9900,0,47897.14,227,65,26,-107,0
16549.5,39,13736.25,22,15745.71,34,12173.33,13,47897.14,227,66,25,-105,1
16549.5,39,15015,30,15015,30,13173.6,19,47897.14,227,65,28,-104,1
18425,50,17437.89,44,7707.86,-13,15015,30,47897.14,227,65,26,-105,1
19528.23,57,18425,50,8326.15,-10,15015,30,47897.14,227,64,26,-104,1
20769.38,64,18425,50,10560,3,16549.5,39,47897.14,227,67,27,-105,1
22176,73,20769.38,64,15015,30,16549.5,39,41868.75,191,65,27,-105,1
23783.57,82,23783.57,82,16549.5,39,16549.5,39,55935,275,67,27,-106,1
27802.5,106,22176,73,18425,50,17437.89,44,47897.14,227,67,26,-105,1
27802.5,106,23783.57,82,20769.38,64,18425,50,47897.14,227,65,25,-105,1
27802.5,106,23783.57,82,20769.38,64,19528.23,57,55935,275,64,28,-107,1
30360,122,27802.5,106,16549.5,39,22176,73,47897.14,227,64,25,-106,1
27802.5,106,25638.46,93,17437.89,44,25638.46,93,55935,275,62,27,-106,1
30360,122,25638.46,93,16549.5,39,25638.46,93,47897.14,227,66,27,-106,2
30360,122,27802.5,106,17437.89,44,27802.5,106,47897.14,227,66,28,-105,2
33429,140,33429,140,17437.89,44,30360,122,55935,275,65,27,-106,2
30360,122,30360,122,17437.89,44,30360,122,41868.75,191,68,26,-106,2
30360,122,33429,140,19528.23,57,33429,140,41868.75,191,65,27,-105,2
30360,122,33429,140,17437.89,44,30360,122,27802.5,106,66,28,-104,2
27802.5,106,37180,163,17437.89,44,25638.46,93,22176,73,65,27,-106,2
25638.46,93,37180,163,18425,50,30360,122,19528.23,57,66,27,-105,2
20769.38,64,37180,163,18425,50,33429,140,15745.71,34,65,28,-103,2
22176,73,41868.75,191,37180,163,37180,163,15015,30,68,29,-105,2
19528.23,57,33429,140,33429,140,41868.75,191,12173.33,13,65,28,-104,2
20769.38,64,33429,140,27802.5,106,37180,163,12173.33,13,68,28,-104,2
17437.89,44,33429,140,25638.46,93,41868.75,191,12173.33,13,66,29,-104,2
18425,50,23783.57,82,17437.89,44,37180,163,11726.79,10,66,28,-105,2
17437.89,44,15745.71,34,15015,30,33429,140,11726.79,10,67,30,-105,2
16549.5,39,12173.33,13,12654.23,15,33429,140,11726.79,10,67,28,-104,1
15015,30,10923,5,11311.04,7,37180,163,11726.79,10,68,26,-105,1
15745.71,34,10219.69,1,10923,5,41868.75,191,11726.79,10,65,27,-106,1
14347.83,26,9900,0,10219.69,1,37180,163,11311.04,7,65,27,-104,1
13173.6,19,9599.12,-2,10219.69,1,33429,140,11726.79,10,65,28,-107,0
11726.79,10,9315.43,-4,9599.12,-2,33429,140,11726.79,10,66,26,-105,0
11311.04,7,9599.12,-2,9315.43,-4,23783.57,82,11726.79,10,65,26,-104,0
10219.69,1,9315.43,-4,9315.43,-4,19528.23,57,11726.79,10,67,26,-104,0
10219.69,1,9047.5,-5,7903.9,-12,14347.83,26,12173.33,13,66,28,-106,0
10560,3,9047.5,-5,4634.56,-32,13173.6,19,11726.79,10,66,28,-103,0
9900,0,9047.5,-5,9315.43,-4,12654.23,15,12173.33,13,69,27,-103,0
9900,0,9047.5,-5,9599.12,-2,11311.04,7,12173.33,13,66,29,-105,0
9900,0,9047.5,-5,9900,0,10923,5,11726.79,10,65,30,-105,0
10219.69,1,9315.43,-4,9315.43,-4,10560,3,11726.79,10,67,29,-105,0
10560,3,10219.69,1,10560,3,7342.5,-15,12173.33,13,64,29,-102,0
10219.69,1,10219.69,1,11311.04,7,7342.5,-15,12654.23,15,61,28,-102,0
10560,3,10219.69,1,11726.79,10,7172,-16,12654.23,15,63,29,-101,0
10219.69,1,10560,3,12654.23,15,7172,-16,11726.79,10,62,28,-103,0
10560,3,10219.69,1,13736.25,22,7342.5,-15,11726.79,10,62,28,-101,0
10560,3,10560,3,15015,30,7342.5,-15,12173.33,13,62,28,-101,0
10560,3,10923,5,16549.5,39,7342.5,-15,12654.23,15,62,29,-101,0
10923,5,11726.79,10,18425,50,7342.5,-15,12654.23,15,64,29,-103,0
11311.04,7,13173.6,19,20769.38,64,7342.5,-15,13173.6,19,64,26,-102,0
12173.33,13,15015,30,20769.38,64,7172,-16,13173.6,19,63,28,-103,0
12654.23,15,15015,30,20769.38,64,7520.93,-14,13736.25,22,61,29,-100,0
12654.23,15,17437.89,44,22176,73,7520.93,-14,15015,30,61,29,-99,0
14347.83,26,18425,50,23783.57,82,8326.15,-10,15745.71,34,61,27,-104,0
15015,30,18425,50,25638.46,93,9047.5,-5,19528.23,57,63,29,-101,0
15745.71,34,19528.23,57,25638.46,93,9315.43,-4,23783.57,82,61,27,-101,0
17437.89,44,19528.23,57,27802.5,106,10219.69,1,27802.5,106,63,26,-102,0
20769.38,64,20769.38,64,30360,122,10560,3,27802.5,106,63,28,-103,1
20769.38,64,22176,73,25638.46,93,11726.79,10,30360,122,63,27,-102,1
20769.38,64,22176,73,25638.46,93,12173.33,13,33429,140,62,28,-101,1
18425,50,23783.57,82,25638.46,93,13736.25,22,30360,122,61,27,-102,1
20769.38,64,25638.46,93,30360,122,14347.83,26,33429,140,61,27,-101,1
18425,50,23783.57,82,27802.5,106,15015,30,30360,122,60,28,-102,1
18425,50,27802.5,106,25638.46,93,17437.89,44,30360,122,63,26,-101,1
18425,50,25638.46,93,23783.57,82,18425,50,27802.5,106,62,29,-101,1
17437.89,44,27802.5,106,22176,73,19528.23,57,30360,122,62,28,-102,1
17437.89,44,25638.46,93,22176,73,19528.23,57,37180,163,59,26,-102,1
18425,50,25638.46,93,22176,73,19528.23,57,30360,122,60,29,-101,1
18425,50,25638.46,93,20769.38,64,19528.23,57,30360,122,62,29,-104,1
18425,50,27802.5,106,19528.23,57,19528.23,57,27802.5,106,62,28,-103,1
16549.5,39,25638.46,93,19528.23,57,18425,50,23783.57,82,62,27,-103,1
12654.23,15,23783.57,82,17437.89,44,18425,50,20769.38,64,61,26,-102,1
12173.33,13,22176,73,15015,30,17437.89,44,16549.5,39,60,27,-103,1
11311.04,7,22176,73,14347.83,26,16549.5,39,14347.83,26,61,27,-102,1
10560,3,20769.38,64,12654.23,15,15015,30,13736.25,22,59,28,-104,0
10219.69,1,19528.23,57,11726.79,10,12654.23,15,12654.23,15,60,27,-103,0
10219.69,1,17437.89,44,10560,3,13173.6,19,11726.79,10,62,27,-104,0
10219.69,1,16549.5,39,10560,3,12173.33,13,11726.79,10,61,28,-103,0
9900,0,15745.71,34,10219.69,1,10923,5,10923,5,62,27,-102,0
10219.69,1,13736.25,22,9900,0,10219.69,1,11311.04,7,62,29,-103,0
10219.69,1,12654.23,15,9599.12,-2,9315.43,-4,11311.04,7,59,29,-102,0
9900,0,12173.33,13,9599.12,-2,9047.5,-5,10560,3,63,29,-101,0
9900,0,11726.79,10,9900,0,8553.95,-8,10923,5,61,26,-102,0
9900,0,11311.04,7,9900,0,8326.15,-10,11311.04,7,61,26,-103,0
9900,0,10560,3,9900,0,8109.75,-11,11311.04,7,60,28,-102,0
10219.69,1,10219.69,1,9599.12,-2,8109.75,-11,11311.04,7,59,27,-101,0
10219.69,1,9599.12,-2,9599.12,-2,8109.75,-11,10923,5,65,28,-103,0
10219.69,1,9599.12,-2,9900,0,7520.93,-14,11311.04,7,61,27,-102,0
10219.69,1,9315.43,-4,9599.12,-2,7707.86,-13,10560,3,63,28,-102,0
9599.12,-2,9599.12,-2,10219.69,1,7172,-16,10923,5,61,28,-103,0
9900,0,9599.12,-2,9900,0,7008.91,-17,10923,5,61,28,-100,0
9900,0,9315.43,-4,9599.12,-2,7008.91,-17,11311.04,7,64,28,-104,0
10560,3,10219.69,1,9599.12,-2,9599.12,-2,10560,3,45,35,-95,0
10560,3,10219.69,1,9599.12,-2,9599.12,-2,11311.04,7,44,33,-96,0
10560,3,9900,0,9599.12,-2,9599.12,-2,10923,5,44,35,-97,0
10923,5,9900,0,9599.12,-2,9599.12,-2,10923,5,43,36,-95,0
11311.04,7,10219.69,1,9900,0,9900,0,10923,5,44,33,-97,0
10560,3,10219.69,1,9599.12,-2,9599.12,-2,10923,5,44,35,-96,0
11311.04,7,9900,0,9900,0,9900,0,13173.6,19,45,33,-96,0
11726.79,10,10219.69,1,9900,0,9900,0,14347.83,26,43,35,-96,0
12173.33,13,10923,5,9900,0,9900,0,15745.71,34,43,34,-95,0
12654.23,15,12173.33,13,10923,5,10923,5,15745.71,34,44,34,-94,0
13736.25,22,12654.23,15,12173.33,13,12173.33,13,17437.89,44,43,35,-97,1
13736.25,22,12654.23,15,13173.6,19,13173.6,19,18425,50,44,34,-97,1
13736.25,22,14347.83,26,13736.25,22,13736.25,22,20769.38,64,45,34,-98,1
15015,30,16549.5,39,15745.71,34,15745.71,34,20769.38,64,43,36,-95,1
15015,30,16549.5,39,16549.5,39,16549.5,39,19528.23,57,42,35,-96,1
16549.5,39,17437.89,44,17437.89,44,17437.89,44,20769.38,64,44,32,-95,1
17437.89,44,18425,50,20769.38,64,20769.38,64,19528.23,57,43,34,-95,1
17437.89,44,20769.38,64,23783.57,82,23783.57,82,23783.57,82,43,33,-97,1
20769.38,64,22176,73,22176,73,22176,73,25638.46,93,44,33,-98,1
20769.38,64,23783.57,82,25638.46,93,25638.46,93,25638.46,93,45,34,-97,1
22176,73,25638.46,93,23783.57,82,23783.57,82,27802.5,106,46,35,-97,1
22176,73,25638.46,93,25638.46,93,25638.46,93,25638.46,93,43,34,-96,1
20769.38,64,25638.46,93,25638.46,93,25638.46,93,27802.5,106,42,34,-98,1
23783.57,82,27802.5,106,25638.46,93,25638.46,93,27802.5,106,44,34,-96,1
23783.57,82,27802.5,106,23783.57,82,23783.57,82,27802.5,106,43,32,-96,1
23783.57,82,27802.5,106,23783.57,82,23783.57,82,27802.5,106,43,34,-96,1
23783.57,82,27802.5,106,27802.5,106,27802.5,106,27802.5,106,42,34,-97,1
25638.46,93,27802.5,106,25638.46,93,25638.46,93,30360,122,42,36,-98,1
25638.46,93,27802.5,106,27802.5,106,27802.5,106,25638.46,93,43,32,-97,1
22176,73,23783.57,82,25638.46,93,25638.46,93,27802.5,106,43,35,-97,1
23783.57,82,20769.38,64,23783.57,82,23783.57,82,27802.5,106,45,35,-96,1
25638.46,93,18425,50,25638.46,93,25638.46,93,27802.5,106,43,33,-96,1
27802.5,106,15015,30,23783.57,82,23783.57,82,27802.5,106,45,35,-97,1
23783.57,82,13736.25,22,22176,73,22176,73,27802.5,106,43,35,-98,1
23783.57,82,13173.6,19,20769.38,64,20769.38,64,27802.5,106,44,34,-97,1
22176,73,12654.23,15,17437.89,44,17437.89,44,25638.46,93,45,33,-98,1
19528.23,57,12173.33,13,16549.5,39,16549.5,39,25638.46,93,44,33,-97,1
17437.89,44,11726.79,10,15745.71,34,15745.71,34,23783.57,82,45,32,-98,1
16549.5,39,10560,3,16549.5,39,16549.5,39,20769.38,64,45,33,-97,1
15745.71,34,10219.69,1,14347.83,26,14347.83,26,19528.23,57,45,31,-96,1
14347.83,26,9900,0,14347.83,26,14347.83,26,18425,50,45,34,-97,1
15015,30,9315.43,-4,13736.25,22,13736.25,22,17437.89,44,44,32,-98,1
13173.6,19,9315.43,-4,13173.6,19,13173.6,19,16549.5,39,45,34,-97,1
13173.6,19,9315.43,-4,12173.33,13,12173.33,13,16549.5,39,45,34,-97,0
12173.33,13,9047.5,-5,11311.04,7,11311.04,7,15015,30,43,34,-96,0
12173.33,13,9315.43,-4,10560,3,10560,3,15015,30,44,33,-98,0
11726.79,10,9315.43,-4,10560,3,10560,3,13736.25,22,44,34,-96,0
11311.04,7,9047.5,-5,9599.12,-2,9599.12,-2,13173.6,19,44,35,-97,0
10923,5,9315.43,-4,9900,0,9900,0,12654.23,15,44,34,-99,0
10560,3,9315.43,-4,9900,0,9900,0,11726.79,10,42,33,-98,0
10560,3,9047.5,-5,9900,0,9900,0,11311.04,7,44,34,-98,0
10923,5,9900,0,9900,0,9900,0,11311.04,7,45,31,-96,0
10560,3,9599.12,-2,9599.12,-2,9599.12,-2,11726.79,10,45,33,-96,0
10560,3,9900,0,9315.43,-4,9315.43,-4,10923,5,44,34,-96,0
10560,3,9599.12,-2,9900,0,9900,0,11311.04,7,45,32,-96,0
10923,5,9599.12,-2,9599.12,-2,9599.12,-2,10923,5,47,31,-98,0
10923,5,10219.69,1,9599.12,-2,9599.12,-2,11311.04,7,47,33,-98,0
11311.04,7,9599.12,-2,9599.12,-2,9599.12,-2,10923,5,45,31,-99,0
13736.25,22,9900,0,10560,3,10560,3,10923,5,44,31,-99,0
13736.25,22,9599.12,-2,13173.6,19,13173.6,19,10923,5,44,32,-99,1
15015,30,10560,3,16549.5,39,16549.5,39,10923,5,43,32,-97,1
15745.71,34,10923,5,18425,50,18425,50,10923,5,43,32,-98,1
17437.89,44,12173.33,13,19528.23,57,19528.23,57,10923,5,45,31,-101,1
17437.89,44,13736.25,22,22176,73,22176,73,11311.04,7,44,33,-97,1
19528.23,57,14347.83,26,23783.57,82,23783.57,82,11311.04,7,44,33,-98,1
18425,50,15015,30,23783.57,82,23783.57,82,11726.79,10,44,30,-98,1
19528.23,57,15745.71,34,23783.57,82,23783.57,82,15745.71,34,43,31,-100,1
19528.23,57,16549.5,39,25638.46,93,25638.46,93,18425,50,42,32,-97,1
20769.38,64,17437.89,44,23783.57,82,23783.57,82,19528.23,57,43,32,-99,1
20769.38,64,18425,50,25638.46,93,25638.46,93,20769.38,64,44,33,-100,1
19528.23,57,20769.38,64,25638.46,93,25638.46,93,22176,73,43,32,-98,1
19528.23,57,20769.38,64,27802.5,106,27802.5,106,23783.57,82,43,34,-99,1
18425,50,22176,73,25638.46,93,25638.46,93,25638.46,93,41,32,-99,1
18425,50,25638.46,93,25638.46,93,25638.46,93,23783.57,82,43,32,-101,1
18425,50,23783.57,82,25638.46,93,25638.46,93,25638.46,93,44,31,-99,1
17437.89,44,23783.57,82,25638.46,93,25638.46,93,27802.5,106,44,32,-99,1
15015,30,25638.46,93,27802.5,106,27802.5,106,27802.5,106,42,31,-101,1
15015,30,23783.57,82,27802.5,106,27802.5,106,25638.46,93,41,30,-100,1
13736.25,22,22176,73,27802.5,106,27802.5,106,23783.57,82,44,32,-99,1
12654.23,15,19528.23,57,25638.46,93,25638.46,93,23783.57,82,41,30,-100,1
11726.79,10,18425,50,25638.46,93,25638.46,93,25638.46,93,42,31,-102,1
11311.04,7,17437.89,44,16549.5,39,16549.5,39,25638.46,93,41,33,-100,1
11311.04,7,15745.71,34,12654.23,15,12654.23,15,23783.57,82,43,34,-99,1
10923,5,14347.83,26,12173.33,13,12173.33,13,25638.46,93,43,31,-98,1
10923,5,14347.83,26,11311.04,7,11311.04,7,23783.57,82,43,31,-98,1
10560,3,13173.6,19,10560,3,10560,3,23783.57,82,43,33,-99,1
10560,3,12173.33,13,9599.12,-2,9599.12,-2,25638.46,93,42,31,-99,0
10560,3,12173.33,13,9900,0,9900,0,25638.46,93,43,31,-99,0
10219.69,1,11311.04,7,9900,0,9900,0,23783.57,82,42,31,-99,0
10923,5,10560,3,9599.12,-2,9599.12,-2,20769.38,64,41,32,-100,0
10219.69,1,9315.43,-4,10219.69,1,10219.69,1,16549.5,39,43,30,-98,0
10219.69,1,9599.12,-2,9900,0,9900,0,15745.71,34,42,32,-99,0
10219.69,1,9900,0,9900,0,9900,0,14347.83,26,39,33,-98,0
10560,3,9900,0,9900,0,9900,0,13736.25,22,40,31,-98,0
10219.69,1,9315.43,-4,9599.12,-2,9599.12,-2,12654.23,15,43,32,-97,0
10219.69,1,9599.12,-2,9599.12,-2,9599.12,-2,12173.33,13,43,33,-99,0
10560,3,9315.43,-4,9900,0,9900,0,11311.04,7,43,33,-99,0
10219.69,1,9315.43,-4,9599.12,-2,9599.12,-2,11311.04,7,43,32,-100,0
10560,3,9315.43,-4,9900,0,9900,0,11311.04,7,42,31,-99,0
10219.69,1,9047.5,-5,9900,0,9900,0,11311.04,7,43,31,-102,0
10219.69,1,9315.43,-4,9599.12,-2,9599.12,-2,10560,3,41,32,-100,0
